user_id,age,gender,destination,country,start_date,end_date,min_temp_celsius,max_temp_celsius,avg_temp_celsius,luggage_type,trip_purpose,packed_items
U0183,50,nb,Rio de Janeiro,Brazil,2025-08-12,2025-08-24,18,25,21.5,carry_on,business,"1 phone charger, 1 passport, 1 medications, 1 conditioner, 2 t-shirt, 3 jeans, 2 sunscreen, 2 insect repellent, 6 dress shirt, 3 dress pants, 2 dress shoes, 1 belt"
U0184,26,m,New York,USA,2025-11-13,2025-11-25,5,13,9.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 sweater, 2 thermal underwear, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 4 wool socks"
U0185,70,f,Tokyo,Japan,2025-03-28,2025-04-05,5,13,9.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 4 sweater, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie"
U0186,62,f,Moscow,Russia,2025-07-03,2025-07-17,16,24,20.0,checked,business,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face moisturizer, 1 brush/comb, 4 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 6 dress shirt, 3 dress pants, 2 blazer, 2 dress shoes, 1 belt, 4 dress"
U0187,73,f,Ho Chi Minh City,Vietnam,2025-09-08,2025-09-19,24,31,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 bikini, 4 summer dress, 4 shorts, 7 tank top, 2 sunscreen, 2 insect repellent"
U0188,58,f,Bogota,Colombia,2025-05-18,2025-05-25,10,19,14.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0189,41,m,Sydney,Australia,2025-03-11,2025-03-25,17,25,21.0,checked,business,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 6 dress shirt, 2 dress pants, 2 blazer, 5 tie, 1 dress shoes, 1 belt"
U0190,61,f,Guangzhou,China,2025-07-01,2025-07-12,26,32,29.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 3 bikini, 4 summer dress, 4 shorts, 7 tank top"
U0191,74,nb,Lima,Peru,2025-05-22,2025-06-01,15,21,18.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 4 sunscreen, 1 head covering"
U0192,67,f,Cairo,Egypt,2025-05-21,2025-05-27,18,32,25.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 6 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 3 sunscreen, 1 head covering"
U0193,31,m,Bangkok,Thailand,2025-07-19,2025-07-25,25,32,28.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 swimming trunks, 4 shorts, 6 tank top, 1 sunscreen, 1 insect repellent"
U0194,71,nb,Ho Chi Minh City,Vietnam,2025-04-15,2025-04-23,25,35,30.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 conditioner, 1 face wash, 1 brush/comb, 1 swimming suit, 4 shorts, 7 tank top, 1 sunscreen, 1 insect repellent"
U0195,29,f,Los Angeles,USA,2026-01-08,2026-01-21,9,20,14.5,checked,business,"1 phone charger, 1 passport, 1 medications, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 6 dress shirt, 3 dress pants, 2 blazer, 2 dress shoes, 1 belt, 4 dress"
U0196,48,nb,Kiev,Ukraine,2025-04-25,2025-05-07,7,16,11.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0197,69,nb,Johannesburg,South Africa,2026-01-31,2026-02-03,15,26,20.5,hand,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 3 t-shirt, 2 jeans, 1 light jacket, 1 sneakers"
U0198,52,f,Helsinki,Finland,2025-10-15,2025-10-22,3,9,6.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 3 sweater, 2 thermal underwear, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 3 wool socks"
U0199,54,nb,Singapore,Singapore,2026-02-03,2026-02-16,24,31,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 swimming suit, 4 shorts, 7 tank top, 2 sunscreen, 2 insect repellent"
U0200,75,nb,Bogota,Colombia,2025-12-02,2025-12-13,9,19,14.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket"
U0201,58,nb,Delhi,India,2025-12-25,2026-01-08,8,23,15.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0202,47,m,Sydney,Australia,2025-07-04,2025-07-18,8,17,12.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0203,50,nb,Bucharest,Romania,2025-10-29,2025-11-06,7,18,12.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0204,26,f,Tokyo,Japan,2025-10-31,2025-11-12,15,21,18.0,carry_on,business,"1 phone charger, 1 passport, 1 medications, 1 deodorant, 1 face moisturizer, 2 t-shirt, 4 jeans, 1 sneakers, 5 dress shirt, 2 dress pants, 2 blazer, 4 dress"
U0205,40,f,London,UK,2025-09-14,2025-09-25,11,20,15.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0206,62,nb,Istanbul,Turkey,2025-05-13,2025-05-20,13,21,17.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0207,56,f,Vancouver,Canada,2025-04-17,2025-04-26,6,13,9.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothpaste, 1 deodorant, 1 wallet, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 sweater, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie"
U0208,56,m,Istanbul,Turkey,2025-11-22,2025-12-03,8,15,11.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0209,28,nb,Nairobi,Kenya,2026-02-14,2026-02-21,13,26,19.5,carry_on,business,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 deodorant, 1 power adapter, 1 conditioner, 1 face moisturizer, 1 t-shirt, 4 jeans, 1 sneakers, 6 dress shirt, 2 dress pants, 2 blazer, 1 dress shoes"
U0210,48,m,Cancun,Mexico,2026-01-12,2026-01-15,21,28,24.5,carry_on,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 3 t-shirt, 2 jeans, 1 light jacket, 1 sneakers, 1 sunscreen, 1 insect repellent"
U0211,28,nb,Delhi,India,2026-01-29,2026-02-12,7,21,14.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0212,43,m,Vancouver,Canada,2025-06-21,2025-06-24,12,20,16.0,carry_on,business,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 t-shirt, 2 jeans, 1 light jacket, 1 sneakers, 2 dress shirt, 1 dress pants, 1 blazer, 2 tie, 1 dress shoes, 1 belt"
U0213,25,nb,Lisbon,Portugal,2025-10-25,2025-10-28,14,22,18.0,hand,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 3 t-shirt, 2 jeans, 1 light jacket, 1 sneakers"
U0214,42,m,Moscow,Russia,2026-02-07,2026-02-16,-7,-2,-4.5,carry_on,business,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothpaste, 4 sweater, 5 dress shirt, 2 dress pants, 2 tie, 2 dress shoes"
U0215,63,m,Sydney,Australia,2025-12-21,2026-01-02,18,26,22.0,checked,business,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 t-shirt, 3 jeans, 1 light jacket, 1 sneakers, 6 dress shirt, 3 dress pants, 2 blazer, 5 tie, 2 dress shoes, 1 belt"
U0216,50,f,Jakarta,Indonesia,2025-12-23,2026-01-02,24,31,27.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 bikini, 2 summer dress, 3 shorts, 7 tank top, 2 sunscreen, 2 insect repellent"
U0217,24,f,Copenhagen,Denmark,2025-11-07,2025-11-19,3,8,5.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 sweater, 2 thermal underwear, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 4 wool socks"
U0218,61,nb,Vancouver,Canada,2025-03-02,2025-03-10,4,10,7.0,carry_on,business,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 deodorant, 1 power adapter, 1 shampoo, 1 face moisturizer, 3 sweater, 6 dress shirt, 1 dress pants, 2 blazer"
U0219,60,m,Las Vegas,USA,2025-06-13,2025-06-22,23,37,30.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 swimming trunks, 4 shorts, 7 tank top, 3 sunscreen, 1 head covering"
U0220,40,nb,Helsinki,Finland,2025-04-28,2025-05-10,0,8,4.0,carry_on,business,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothbrush, 1 wallet, 3 sweater, 1 gloves, 1 wool scarf, 4 dress shirt, 2 dress pants, 1 blazer, 2 dress shoes"
U0221,43,f,Amsterdam,Netherlands,2025-03-10,2025-03-18,3,10,6.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 sweater, 2 thermal underwear, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 4 wool socks"
U0222,73,m,Rio de Janeiro,Brazil,2025-05-21,2025-06-01,19,26,22.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 6 t-shirt, 2 jeans, 1 light jacket, 1 sneakers, 2 sunscreen, 1 insect repellent"
U0223,29,nb,Moscow,Russia,2025-02-16,2025-02-28,-7,-2,-4.5,checked,business,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 sweater, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 6 dress shirt, 3 dress pants, 2 blazer, 2 dress shoes, 1 belt"
U0224,69,f,Kuala Lumpur,Malaysia,2025-06-18,2025-06-22,23,32,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 bikini, 2 summer dress, 3 shorts, 4 tank top, 1 sunscreen, 1 insect repellent"
U0225,71,nb,Singapore,Singapore,2025-11-25,2025-12-09,24,31,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 swimming suit, 4 shorts, 7 tank top, 3 sunscreen, 3 insect repellent"
U0226,53,nb,Nairobi,Kenya,2025-08-11,2025-08-18,11,22,16.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 6 t-shirt, 3 jeans, 1 light jacket, 1 sunscreen, 2 insect repellent"
U0227,45,f,Manila,Philippines,2025-07-28,2025-08-08,24,31,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 bikini, 4 summer dress, 4 shorts, 7 tank top, 2 sunscreen, 2 insect repellent"
U0228,21,nb,Brussels,Belgium,2025-07-19,2025-08-02,13,23,18.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0229,73,nb,Delhi,India,2025-07-17,2025-07-26,27,35,31.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 swimming suit, 4 shorts, 7 tank top"
U0230,52,m,Manila,Philippines,2025-10-04,2025-10-10,24,31,27.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 power adapter, 1 shampoo, 1 conditioner, 1 face moisturizer, 1 brush/comb, 2 swimming trunks, 4 shorts, 6 tank top, 1 sunscreen, 1 insect repellent"
U0231,43,f,London,UK,2025-10-16,2025-10-23,8,16,12.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0232,36,nb,Cairo,Egypt,2025-09-26,2025-09-29,20,33,26.5,carry_on,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 swimming suit, 2 shorts, 3 tank top, 2 sunscreen, 1 head covering"
U0233,25,f,Melbourne,Australia,2026-02-12,2026-02-21,14,26,20.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0234,55,nb,Istanbul,Turkey,2025-09-23,2025-10-07,17,25,21.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0235,38,nb,Las Vegas,USA,2025-06-27,2025-07-10,23,37,30.0,checked,business,"1 phone charger, 1 passport, 1 medications, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 swimming suit, 4 shorts, 4 tank top, 4 sunscreen, 1 head covering, 6 dress shirt, 3 dress pants, 2 blazer, 2 dress shoes, 1 belt"
U0236,42,nb,Rio de Janeiro,Brazil,2025-09-07,2025-09-13,19,25,22.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 6 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 1 sunscreen, 1 insect repellent"
U0237,66,f,Tel Aviv,Israel,2025-10-19,2025-10-27,18,27,22.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0238,54,nb,Cairo,Egypt,2025-05-22,2025-05-29,18,32,25.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 deodorant, 1 power adapter, 1 conditioner, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 3 sunscreen, 1 head covering"
U0239,64,m,Moscow,Russia,2025-05-17,2025-05-31,10,19,14.5,carry_on,business,"1 phone charger, 1 passport, 1 medications, 1 wallet, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 4 jeans, 4 dress shirt, 2 dress pants, 2 blazer, 5 tie"
U0240,67,m,Guangzhou,China,2025-09-11,2025-09-16,24,31,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 swimming trunks, 3 shorts, 5 tank top"
U0241,49,f,Brussels,Belgium,2025-10-30,2025-11-11,7,15,11.0,carry_on,business,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 face wash, 1 face moisturizer, 3 t-shirt, 1 jeans, 6 dress shirt, 3 dress pants, 2 dress shoes, 1 belt, 3 dress"
U0242,37,f,Tokyo,Japan,2025-11-25,2025-12-08,9,16,12.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0243,32,m,Nairobi,Kenya,2026-01-22,2026-02-03,13,25,19.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 power adapter, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 2 jeans, 1 light jacket, 1 sneakers, 2 sunscreen, 1 insect repellent"
U0244,44,nb,Seoul,South Korea,2025-03-10,2025-03-24,1,10,5.5,checked,business,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 4 sweater, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 6 dress shirt, 3 dress pants, 2 blazer, 2 dress shoes"
U0245,49,m,Los Angeles,USA,2025-09-30,2025-10-08,17,28,22.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0246,34,nb,Cairo,Egypt,2025-11-05,2025-11-12,13,25,19.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothpaste, 1 deodorant, 1 wallet, 1 shampoo, 1 conditioner, 1 face wash, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers, 3 sunscreen"
U0247,75,m,Bangalore,India,2025-06-01,2025-06-15,19,29,24.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 deodorant, 1 wallet, 1 shampoo, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 3 sunscreen, 2 insect repellent"
U0248,18,nb,Lagos,Nigeria,2025-08-09,2025-08-19,22,28,25.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 brush/comb, 7 t-shirt, 3 jeans, 1 light jacket, 1 sneakers, 2 sunscreen, 2 insect repellent"
U0249,42,f,Lagos,Nigeria,2026-01-18,2026-01-22,23,32,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 bikini, 2 summer dress, 3 shorts, 4 tank top, 1 sunscreen, 1 insect repellent"
U0250,45,nb,London,UK,2026-01-20,2026-01-30,2,8,5.0,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 2 thermal underwear, 4 wool socks, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 3 sweater, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie"
U0251,75,f,Kuala Lumpur,Malaysia,2025-08-31,2025-09-06,23,32,27.5,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 1 bikini, 3 summer dress, 4 shorts, 6 tank top, 1 sunscreen, 1 insect repellent"
U0252,29,f,Bangalore,India,2025-03-04,2025-03-16,19,33,26.0,checked,business,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 power adapter, 1 shampoo, 1 face wash, 1 face moisturizer, 1 bikini, 3 summer dress, 4 shorts, 2 tank top, 1 sunscreen, 2 insect repellent, 6 dress shirt, 3 dress pants, 2 blazer, 1 dress shoes, 1 belt, 3 dress"
U0253,58,nb,Rome,Italy,2025-09-30,2025-10-10,16,27,21.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 wallet, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0254,62,f,Seoul,South Korea,2025-12-17,2025-12-21,-4,3,-0.5,checked,business,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 sweater, 2 thermal underwear, 1 winter coat, 1 gloves, 1 wool scarf, 1 beanie, 2 wool socks, 3 dress shirt, 2 dress pants, 2 blazer, 2 dress shoes, 1 belt, 2 dress"
U0255,56,m,Rio de Janeiro,Brazil,2025-03-26,2025-04-03,23,29,26.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 2 swimming trunks, 4 shorts, 7 tank top, 2 sunscreen, 2 insect repellent"
U0256,68,f,London,UK,2025-09-13,2025-09-27,11,20,15.5,carry_on,leisure,"1 phone charger, 1 passport, 1 medications, 1 toothbrush, 1 toothpaste, 1 deodorant, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 7 t-shirt, 4 jeans, 1 light jacket, 1 sneakers"
U0257,24,f,Marrakech,Morocco,2025-07-31,2025-08-08,21,37,29.0,checked,leisure,"1 toothbrush, 1 toothpaste, 1 deodorant, 1 phone charger, 1 wallet, 1 passport, 1 medications, 1 power adapter, 1 shampoo, 1 conditioner, 1 face wash, 1 face moisturizer, 1 brush/comb, 3 bikini, 4 summer dress, 4 shorts, 7 tank top, 3 sunscreen, 1 head covering"
